datetime,picture_file,latitude,longitude,elevation,temp_cpu,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2022-04-26 09:59:33.314089,atlantes_435.jpg,44.66821403570012,-80.2267009588452,418264.92116328207,55.5,44.96,43.42,46.12,1010.66,301.1,197.99,312.26,7.8543,-9.1147,30.8136,0.018788,-0.007564,-0.008784,-0.006244,0.000138,-0.00124
2022-04-26 09:59:48.314091,atlantes_436.jpg,45.1409838848373,-79.09466551419281,418399.60066968546,55.5,45.03,43.43,46.23,1010.66,301.08,197.95,310.98,7.5255,-8.8714,30.7672,0.0183,-0.008052,-0.00976,-0.005017,0.001054,-0.00185
2022-04-26 10:00:03.314091,atlantes_437.jpg,45.60082956968898,-77.94353712088638,418532.7928173903,55.99,45.03,43.43,46.04,1010.64,301.56,198.04,309.41,7.2462,-8.9924,31.0198,0.018056,-0.0061,-0.007076,-0.004708,-0.001389,-0.000932
2022-04-26 10:00:18.314093,atlantes_438.jpg,46.047527415010485,-76.77280236165461,418664.3873104464,57.45,45.03,43.44,46.05,1010.64,301.33,198.77,308.21,6.9374,-9.0443,30.4213,0.01708,-0.008052,-0.007564,-0.005313,0.000749,-0.002458
2022-04-26 10:00:33.314097,atlantes_439.jpg,46.48078238698641,-75.58209599756428,418794.26143146935,55.99,45.02,43.43,45.92,1010.65,301.46,201.73,305.48,6.6823,-9.0711,30.7365,0.0183,-0.006832,-0.010004,-0.00653,0.000138,-0.001846
2022-04-26 10:00:48.314105,atlantes_440.jpg,46.89998600143736,-74.37195356478892,418922.203916135,55.99,45.02,43.44,45.12,1010.64,301.64,198.75,308.56,6.1489,-8.8528,31.7268,0.016348,-0.008784,-0.008052,-0.005915,0.000443,-0.000928
2022-04-26 10:01:03.314107,atlantes_441.jpg,47.30472509404014,-73.1424613333135,419048.06571357575,56.97,45.02,43.44,46.03,1010.66,301.74,198.45,306.19,5.9688,-9.4142,31.7241,0.016348,-0.006832,-0.007808,-0.005299,-0.001389,0.0006
2022-04-26 10:01:18.314109,atlantes_442.jpg,47.6946212829873,-71.89364871464747,419171.71387971967,57.45,44.96,43.45,45.93,1010.63,302.47,199.28,305.38,5.1225,-9.4185,31.2178,0.018056,-0.00854,-0.009028,-0.005294,-0.001084,-0.000926
2022-04-26 10:01:33.314116,atlantes_443.jpg,48.06941145996597,-70.62518291159559,419293.05883660837,56.48,45.16,43.45,45.77,1010.64,302.14,196.22,307.25,4.6831,-9.8211,30.8923,0.017324,-0.008784,-0.008052,-0.004678,-0.000778,-0.001229
2022-04-26 10:01:48.314117,atlantes_444.jpg,48.42855778528258,-69.33769044955226,419411.92795804533,56.48,45.16,43.45,46.03,1010.64,302.84,196.83,305.93,4.507,-9.6046,30.6702,0.018056,-0.00732,-0.007808,-0.005588,-0.001083,-0.002449
2022-04-26 10:02:03.314119,atlantes_445.jpg,48.77163680215243,-68.03152692807315,419528.18835030065,56.48,45.12,43.46,45.75,1010.68,302.8,194.54,307.85,4.4813,-8.9329,31.41,0.019032,-0.009028,-0.00854,-0.00711,0.000749,-0.001837
2022-04-26 10:02:18.314120,atlantes_446.jpg,49.09825589952005,-66.70701993108602,419641.7211529296,55.99,45.12,43.47,45.92,1010.7,302.85,196.25,307.09,4.0405,-9.6471,31.0236,0.016348,-0.00854,-0.007808,-0.004661,0.000749,-0.002446
2022-04-26 10:02:33.314125,atlantes_447.jpg,49.40798054926084,-65.36477039969994,419752.3958725052,56.97,45.07,43.47,46.1,1010.68,302.42,195.56,307.42,3.8972,-9.3634,31.4103,0.018788,-0.008052,-0.00732,-0.007098,0.00136,-0.002139
2022-04-26 10:02:48.314127,atlantes_448.jpg,49.70042509533041,-64.00530111718992,419860.1011606712,57.94,45.11,43.48,46.05,1010.65,302.97,195.58,307.26,3.3251,-9.4294,30.5812,0.016348,-0.00976,-0.008296,-0.005871,-0.000167,-0.002137
2022-04-26 10:03:03.314133,atlantes_449.jpg,49.97521498470659,-62.62920190571571,419964.73172000883,56.48,45.25,43.49,45.88,1010.63,303.27,196.48,306.53,3.2261,-9.8029,31.3727,0.016348,-0.008052,-0.007808,-0.006172,0.000749,-0.000303
2022-04-26 10:03:18.314139,atlantes_450.jpg,50.23197505568404,-61.237203672033,420066.1830202511,56.48,45.05,43.49,45.96,1010.66,304.0,196.88,306.04,3.1853,-9.2256,30.8577,0.019276,-0.00976,-0.010736,-0.00525,0.000138,-0.001523
2022-04-26 10:03:33.314146,atlantes_451.jpg,50.470242456021204,-59.830758099817295,420164.31282311724,56.48,45.11,43.5,45.91,1010.63,302.27,199.88,305.38,2.5663,-9.5807,30.3365,0.017568,-0.009272,-0.009516,-0.004024,0.000748,-0.001826
2022-04-26 10:03:48.314147,atlantes_452.jpg,50.68999851209267,-58.40875937680981,420259.16469120927,56.48,45.07,43.5,45.92,1010.65,301.13,198.9,306.13,2.1989,-9.7711,30.8334,0.01708,-0.008052,-0.007808,-0.005241,0.001969,-0.000908
2022-04-26 10:04:03.314147,atlantes_453.jpg,50.890528630928614,-56.974697609781686,420350.4832888126,55.5,45.07,43.51,46.08,1010.62,300.69,197.36,305.48,1.7248,-10.2812,29.9396,0.0183,-0.010004,-0.009028,-0.003709,0.000137,-0.000907
2022-04-26 10:04:18.314152,atlantes_454.jpg,51.071859088993,-55.52730094068733,420438.3362537787,55.99,45.05,43.51,46.19,1010.61,301.85,195.36,307.16,1.5867,-10.0178,30.9373,0.01708,-0.00854,-0.009028,-0.006758,-0.001389,-0.002127
2022-04-26 10:04:33.314160,atlantes_455.jpg,51.23353650764981,-54.06894004007023,420522.56922707136,56.97,45.14,43.52,45.92,1010.66,301.95,195.81,305.77,1.5556,-9.6736,30.5018,0.017568,-0.008784,-0.007808,-0.006752,0.001054,-0.001514
2022-04-26 10:04:48.314165,atlantes_456.jpg,51.375248001717665,-52.60158733733403,420603.07390696224,56.48,45.09,43.53,45.76,1010.67,301.28,194.01,307.04,1.4296,-10.0602,30.3172,0.019032,-0.010492,-0.00854,-0.007356,-0.000474,-0.000902
2022-04-26 10:05:03.314170,atlantes_457.jpg,51.4969941302182,-51.12408506038852,420679.9189582981,56.48,45.16,43.54,45.95,1010.63,301.25,194.54,307.43,0.9191,-9.7944,30.5283,0.01708,-0.008784,-0.011224,-0.008267,0.000748,-0.001206
2022-04-26 10:05:18.314174,atlantes_458.jpg,51.5983949632259,-49.639819463781194,420752.9380155086,56.48,45.09,43.53,45.94,1010.66,301.09,194.58,306.99,0.5914,-9.9592,29.9507,0.016592,-0.00854,-0.00854,-0.003985,0.001359,-0.001205
2022-04-26 10:05:33.314178,atlantes_459.jpg,51.67932373222083,-48.150022546841996,420822.09394611727,56.48,45.23,43.55,45.92,1010.64,302.14,196.31,305.79,0.6913,-10.022,30.2293,0.016592,-0.010248,-0.009272,-0.005507,-0.000473,-0.000898
2022-04-26 10:05:48.314181,atlantes_460.jpg,51.7397321726852,-46.654403867573265,420887.4210807513,56.48,45.12,43.55,46.07,1010.62,301.86,195.51,304.19,0.3246,-10.2163,30.321,0.017568,-0.010736,-0.009516,-0.007028,0.000748,-0.000286
2022-04-26 10:06:03.314185,atlantes_461.jpg,51.779454509897654,-45.155682770060444,420948.8243293527,56.48,45.14,43.56,45.8,1010.6,301.62,195.82,304.02,-0.0449,-10.2567,29.9093,0.017568,-0.007808,-0.008296,-0.004579,0.000138,-0.001201
2022-04-26 10:06:18.314191,atlantes_462.jpg,51.79844105858238,-43.65501552202931,421006.28807351325,56.48,45.11,43.56,46.09,1010.61,302.06,195.8,302.96,-0.2785,-10.017,29.85,0.017812,-0.011224,-0.00976,-0.005185,-0.001389,-0.002421
2022-04-26 10:06:33.314197,atlantes_463.jpg,51.79666304220758,-42.15374507112264,421059.79452034895,56.97,45.27,43.57,45.78,1010.61,301.73,195.91,302.72,-0.6411,-10.0033,29.8405,0.016592,-0.00732,-0.008052,-0.007011,-0.001388,-0.002419
2022-04-26 10:06:48.314200,atlantes_464.jpg,51.77413912763378,-40.65404114972203,421109.30545460555,55.99,45.18,43.58,45.95,1010.58,302.29,197.91,300.5,-0.5115,-10.624,29.5456,0.016348,-0.010492,-0.008784,-0.004256,-0.000777,-0.001502
2022-04-26 10:07:03.314209,atlantes_465.jpg,51.730861495326664,-39.15523410271242,421154.87939086906,57.45,45.23,43.58,45.94,1010.58,302.18,195.68,302.89,-0.9035,-10.3174,28.6662,0.0183,-0.00854,-0.008296,-0.005168,-0.000472,-0.002722
2022-04-26 10:07:18.314214,atlantes_466.jpg,51.666982714003765,-37.66152744245325,421196.43002756976,57.45,45.32,43.58,46.19,1010.59,302.48,196.11,302.42,-1.27,-10.3833,27.8865,0.017812,-0.006588,-0.009272,-0.005162,-0.001083,-0.002109
2022-04-26 10:07:33.314217,atlantes_467.jpg,51.582466086453614,-36.17116537482866,421234.04861869494,55.99,45.23,43.59,46.09,1010.56,302.5,194.92,302.15,-1.3915,-10.2441,28.3267,0.018544,-0.007564,-0.008784,-0.006378,-0.000472,-0.000886
2022-04-26 10:07:48.314217,atlantes_468.jpg,51.477593997286185,-34.68831042820254,421267.6733426478,56.48,45.16,43.6,45.35,1010.6,302.3,195.09,302.29,-1.8816,-10.548,28.7798,0.017324,-0.007076,-0.010248,-0.006983,-0.000778,-0.002106
2022-04-26 10:08:03.314224,atlantes_469.jpg,51.35248235449157,-33.21321297768179,421297.3505879249,57.45,45.21,43.6,45.92,1010.56,304.21,195.97,299.28,-2.1929,-11.0482,28.1934,0.01586,-0.008296,-0.007808,-0.007283,0.000444,-0.001494
2022-04-26 10:08:18.314227,atlantes_470.jpg,51.20733077283407,-31.747145125884312,421323.1049000551,55.99,45.25,43.61,45.79,1010.54,304.4,195.94,299.12,-2.267,-11.1341,27.5207,0.018056,-0.007808,-0.007564,-0.006667,0.000139,-0.003019
2022-04-26 10:08:33.314228,atlantes_471.jpg,51.04237139498326,-30.29135271606339,421344.9669319554,56.97,45.19,43.61,46.1,1010.58,305.34,195.34,297.37,-2.1894,-10.6908,27.7708,0.017568,-0.009516,-0.009028,-0.004218,-0.001082,0.000647
2022-04-26 10:08:48.314235,atlantes_472.jpg,50.85790280333558,-28.84729691549598,421362.97099828284,56.48,45.12,43.63,45.56,1010.57,305.54,196.95,296.74,-2.5021,-11.0232,27.0004,0.017812,-0.007808,-0.008296,-0.00574,-0.001387,-0.003016
2022-04-26 10:09:03.314240,atlantes_473.jpg,50.6541192883899,-27.415384427149988,421377.1694792391,56.97,45.27,43.62,45.7,1010.55,306.26,196.33,297.9,-2.9468,-11.2829,27.7815,0.018788,-0.008784,-0.008296,-0.006039,0.00014,0.000344
2022-04-26 10:09:18.314247,atlantes_474.jpg,50.431122901036055,-25.995489808133716,421387.61693390313,56.48,45.28,43.63,44.7,1010.55,304.97,198.5,296.71,-2.6747,-11.3736,26.9846,0.01708,-0.010736,-0.008784,-0.006034,0.001056,-0.001792
2022-04-26 10:09:33.314251,atlantes_475.jpg,50.18994057047285,-24.592829453221903,421394.3434490262,57.45,45.25,43.63,45.62,1010.57,305.78,197.91,296.76,-2.8401,-11.8424,26.8209,0.0183,-0.009272,-0.007564,-0.006945,0.001057,-0.001486
2022-04-26 10:09:48.314259,atlantes_476.jpg,49.930218799114705,-23.204025988530436,421397.4372090538,56.97,45.28,43.65,45.86,1010.56,305.48,195.98,296.28,-3.4885,-11.5436,26.5978,0.017568,-0.008052,-0.00976,-0.006634,-0.000164,-0.002401
2022-04-26 10:10:03.314259,atlantes_477.jpg,49.652489100431715,-21.83098101254482,421396.9576436633,57.45,45.28,43.65,45.65,1010.56,305.99,197.21,297.2,-3.4335,-11.6436,26.3556,0.016592,-0.008052,-0.007564,-0.006935,-0.000774,-0.000567
2022-04-26 10:10:18.314266,atlantes_478.jpg,49.357312773467896,-20.475280795498033,421392.9806726703,57.94,45.23,43.66,45.72,1010.53,305.31,197.59,298.34,-3.4982,-11.5942,26.2818,0.016348,-0.008784,-0.008784,-0.005707,0.001059,-0.001176
2022-04-26 10:10:33.314270,atlantes_479.jpg,49.04497802839336,-19.13701781218572,421385.5875802358,56.97,45.3,43.66,45.66,1010.5,303.77,196.74,298.49,-4.0783,-11.4146,26.3414,0.018056,-0.010248,-0.009028,-0.007228,-0.000162,-0.00087
2022-04-26 10:10:48.314271,atlantes_480.jpg,48.71562002680976,-17.81569813699089,421374.85511142114,57.94,45.23,43.68,45.83,1010.54,303.66,195.68,297.98,-4.0978,-11.6369,26.1508,0.016104,-0.007808,-0.010004,-0.006306,0.000449,-0.001479
2022-04-26 10:11:03.314279,atlantes_481.jpg,48.370033784086644,-16.513377160627435,421360.8864151327,56.97,45.23,43.68,46.31,1010.52,303.88,197.9,293.67,-4.9568,-11.7803,26.1492,0.019764,-0.009516,-0.00854,-0.006299,-0.000161,-0.000867
2022-04-26 10:11:18.314285,atlantes_482.jpg,48.00847545807799,-15.229797679884001,421343.773929112,57.94,45.32,43.68,45.96,1010.53,304.63,195.91,293.55,-4.9484,-11.9482,26.1721,0.018544,-0.009516,-0.009272,-0.005376,0.000144,-0.002393
2022-04-26 10:11:33.314290,atlantes_483.jpg,47.63154777919896,-13.96588266968907,421323.6302874551,56.48,45.3,43.69,45.85,1010.54,304.18,194.58,293.59,-4.8402,-11.864,25.7246,0.019032,-0.007076,-0.010248,-0.00537,-0.001076,-0.001475
2022-04-26 10:11:48.314293,atlantes_484.jpg,47.23915469165581,-12.720189647932582,421300.534059416,56.97,45.32,43.7,45.75,1010.57,303.94,195.32,293.82,-5.5018,-12.1798,25.2146,0.0183,-0.00732,-0.008052,-0.006281,0.000146,-0.000557
2022-04-26 10:12:03.314295,atlantes_485.jpg,46.83232549615521,-11.494847349788552,421274.6329142381,58.43,45.32,43.7,45.84,1010.53,303.67,197.67,289.81,-5.1229,-11.7872,25.7154,0.016104,-0.009516,-0.00854,-0.003526,0.000453,-0.000861
2022-04-26 10:12:18.314300,atlantes_486.jpg,46.411108815652426,-10.288809427689158,421246.0217156676,57.45,45.43,43.7,45.81,1010.54,303.47,196.65,289.81,-5.3474,-12.128,24.7458,0.017812,-0.006832,-0.00854,-0.005963,-0.001074,-0.00147
2022-04-26 10:12:33.314301,atlantes_487.jpg,45.97628498956413,-9.103138355202626,421214.8478119574,55.99,45.36,43.71,45.92,1010.54,304.13,195.43,290.58,-5.5437,-12.0838,24.4803,0.016836,-0.008784,-0.009028,-0.00779,-0.001684,-0.001164
2022-04-26 10:12:48.314301,atlantes_488.jpg,45.527534329389724,-7.935872199232544,421181.18390861334,56.48,45.45,43.72,45.65,1010.49,302.82,194.79,288.99,-6.3845,-12.1527,24.637,0.017568,-0.010492,-0.008052,-0.007783,0.000454,-0.001163
2022-04-26 10:13:03.314305,atlantes_489.jpg,45.06599913255032,-6.788904049756753,421145.21465408383,57.45,45.36,43.72,45.79,1010.51,301.8,195.4,287.38,-6.1278,-12.2081,24.6506,0.01708,-0.006832,-0.00976,-0.005029,-0.001073,-0.002078
2022-04-26 10:13:18.314312,atlantes_490.jpg,44.59185820672251,-5.6615239371459545,421107.0586402573,57.45,45.36,43.73,45.82,1010.5,302.46,196.42,288.1,-6.5464,-12.4879,23.7383,0.017324,-0.009516,-0.010492,-0.007771,-0.000766,-0.002381
2022-04-26 10:13:33.314315,atlantes_491.jpg,44.10550382621551,-4.553568444293906,421066.85445661674,57.45,45.34,43.74,45.55,1010.53,302.02,195.87,287.99,-6.2255,-12.6653,23.7574,0.018788,-0.00732,-0.008296,-0.00746,-0.001377,-0.001769
2022-04-26 10:13:48.314315,atlantes_492.jpg,43.60732226534988,-3.4648410945232055,421024.7444982311,57.45,45.39,43.74,45.94,1010.57,302.63,196.64,286.2,-6.7617,-12.8015,23.5336,0.0183,-0.007808,-0.010736,-0.0044,-0.00107,-0.000851
2022-04-26 10:14:03.314316,atlantes_493.jpg,43.09761230368898,-2.394948805807296,420980.8678047569,56.97,45.36,43.75,45.96,1010.52,303.92,194.32,288.0,-7.1859,-13.2925,23.6536,0.017812,-0.009272,-0.010004,-0.007449,-0.000153,-0.000544
2022-04-26 10:14:18.314322,atlantes_494.jpg,42.57696551324253,-1.3440903087325575,420935.39291728206,56.97,45.32,43.76,45.84,1010.54,303.57,190.51,288.15,-6.9736,-13.2582,22.8806,0.016592,-0.008784,-0.007564,-0.00622,-0.000458,-0.002376
2022-04-26 10:14:33.314330,atlantes_495.jpg,42.04565499985343,-0.3117806863645616,420888.46500955755,57.45,45.32,43.76,45.92,1010.48,302.87,190.29,287.3,-7.3743,-13.2947,22.5158,0.018056,-0.00732,-0.008052,-0.005907,0.000459,-0.000847
2022-04-26 10:14:48.314334,atlantes_496.jpg,41.50402675307504,0.7023089919422073,420840.2392052036,56.97,45.39,43.77,45.81,1010.45,303.72,187.94,287.8,-8.0529,-12.9735,22.8729,0.016348,-0.010248,-0.009516,-0.006206,-0.001068,-0.001151
2022-04-26 10:15:03.314336,atlantes_497.jpg,40.95254573413389,1.698297080598772,420790.88493218384,57.94,45.43,43.78,46.04,1010.47,303.57,190.77,286.25,-8.1348,-13.1665,22.9697,0.018544,-0.007076,-0.008296,-0.007727,-0.000761,-0.001149
2022-04-26 10:15:18.314341,atlantes_498.jpg,40.39167024781255,2.6763427446026338,420740.5745651436,56.48,45.39,43.78,45.78,1010.43,303.13,187.65,286.53,-8.1373,-13.3386,22.3279,0.016104,-0.008052,-0.010492,-0.004056,-0.00015,-0.00237
2022-04-26 10:15:33.314341,atlantes_499.jpg,39.82130063912969,3.637553407615304,420689.43358811055,57.45,45.48,43.78,45.79,1010.47,304.15,187.9,284.61,-8.0594,-13.3311,21.6888,0.017568,-0.008296,-0.008052,-0.005882,-0.001065,-0.001147
2022-04-26 10:15:48.314344,atlantes_500.jpg,39.241870651495546,4.582081688623655,420637.6385264787,56.48,45.45,43.79,45.69,1010.45,303.86,190.25,283.98,-9.1542,-13.6008,22.5493,0.017812,-0.007564,-0.008296,-0.011067,-0.001676,-0.002672
2022-04-26 10:16:03.314345,atlantes_501.jpg,38.65428172958127,5.509375857132856,420585.4102497775,57.94,45.28,43.79,45.59,1010.46,304.72,188.74,282.98,-9.0132,-14.0171,21.6173,0.018056,-0.010004,-0.007808,-0.004646,-0.001369,-0.001449
2022-04-26 10:16:18.314345,atlantes_502.jpg,38.05809104791098,6.421015893471957,420532.85255656554,57.45,45.36,43.79,46.37,1010.57,304.13,190.47,279.79,-9.2638,-13.5902,22.1082,0.016836,-0.00854,-0.007564,-0.004945,-0.001674,-0.001448
2022-04-26 10:16:33.314346,atlantes_503.jpg,37.45367757627822,7.317231981534768,420480.14544970385,57.45,45.36,43.8,45.78,1010.55,305.31,189.17,281.48,-9.5789,-13.8158,21.1923,0.018788,-0.009028,-0.00976,-0.009214,0.000159,-0.000225
2022-04-26 10:16:48.314351,atlantes_504.jpg,36.841834718334376,8.197676664854265,420427.50646054646,57.94,45.34,43.8,45.82,1010.55,306.05,188.92,280.99,-10.0327,-13.8785,20.477,0.016836,-0.009516,-0.008784,-0.006763,-0.000756,-0.00114
2022-04-26 10:17:03.314356,atlantes_505.jpg,36.22255649182423,9.06317871223196,420375.0852535949,57.45,45.43,43.81,45.91,1010.55,305.04,191.11,279.11,-10.4817,-14.5756,20.6882,0.017568,-0.006588,-0.008052,-0.006757,-0.001978,-0.001139
2022-04-26 10:17:18.314361,atlantes_506.jpg,35.59618459129267,9.914043568544963,420323.0633197074,58.43,45.36,43.81,45.81,1010.59,305.46,189.14,279.88,-10.9769,-14.3009,20.8077,0.017568,-0.009272,-0.010492,-0.007055,0.000772,-0.003581
2022-04-26 10:17:33.314369,atlantes_507.jpg,34.96295868808281,10.75070905657209,420271.61483534006,57.45,45.36,43.81,45.81,1010.57,305.78,190.32,278.44,-11.4165,-14.5471,19.9309,0.016104,-0.008784,-0.008784,-0.009186,0.000773,-0.000831
2022-04-26 10:17:48.314375,atlantes_508.jpg,34.32307978362296,11.573646813859652,420220.9122143884,57.94,45.39,43.81,45.72,1010.54,305.47,189.92,277.55,-11.522,-14.5426,19.4762,0.019032,-0.008296,-0.009272,-0.003071,0.000162,-0.001135
2022-04-26 10:18:03.314375,atlantes_509.jpg,33.67679388218327,12.383253693911644,420171.1326080601,57.45,45.52,43.83,46.1,1010.58,304.28,191.36,276.05,-11.4559,-14.8452,18.8231,0.017812,-0.009028,-0.00976,-0.00673,0.000468,-0.001439
2022-04-26 10:18:18.314378,atlantes_510.jpg,33.02449297218357,13.179738572468217,420122.4645022779,57.45,45.3,43.84,45.73,1010.58,303.35,192.35,272.76,-12.0402,-15.3883,18.4086,0.016104,-0.008052,-0.009516,-0.006723,-0.000448,-0.002048
2022-04-26 10:18:33.314381,atlantes_511.jpg,32.366330830077324,13.963596430248966,420075.0782477839,57.94,45.45,43.84,45.93,1010.55,302.64,192.13,271.87,-11.9285,-15.4202,17.987,0.017568,-0.007808,-0.009028,-0.008549,0.000469,0.000397
2022-04-26 10:18:48.314383,atlantes_512.jpg,31.70249157505714,14.735265190939185,420029.147046535,56.97,45.36,43.84,45.86,1010.56,303.28,191.77,271.82,-12.5862,-15.5477,17.7118,0.020008,-0.009028,-0.010248,-0.007321,0.000469,-0.001434
2022-04-26 10:19:03.314391,atlantes_513.jpg,31.033578835550653,15.494694907247055,419984.87141833414,57.45,45.52,43.85,45.85,1010.57,303.37,190.79,271.77,-13.0654,-14.9152,17.5132,0.016836,-0.009516,-0.00854,-0.005482,0.001691,-0.001737
2022-04-26 10:19:18.314395,atlantes_514.jpg,30.358765571038322,16.243431588594657,419942.35852082213,57.94,45.41,43.85,45.9,1010.55,303.32,193.24,269.32,-13.4308,-15.6952,16.5833,0.0183,-0.007808,-0.008784,-0.007003,0.000164,-0.002041
2022-04-26 10:19:33.314396,atlantes_515.jpg,29.679139161882873,16.98085225121916,419901.8394770043,58.43,45.59,43.86,46.13,1010.57,303.83,194.72,266.7,-13.4904,-16.0648,16.4025,0.016592,-0.009272,-0.008784,-0.004554,0.000164,-0.001123
2022-04-26 10:19:48.314404,atlantes_516.jpg,28.995189581977208,17.70703417125826,419863.4997461071,57.45,45.5,43.86,45.65,1010.59,302.28,192.27,267.43,-13.8037,-16.2459,15.6342,0.016592,-0.007564,-0.009028,-0.003632,-0.000446,-0.001427
2022-04-26 10:20:03.314404,atlantes_517.jpg,28.306277841280103,18.42322773819014,419827.4618152841,56.97,45.48,43.86,45.86,1010.6,301.95,195.23,265.11,-14.251,-16.4011,15.3828,0.018788,-0.008296,-0.00854,-0.007596,-0.001057,-0.00173
2022-04-26 10:20:18.314407,atlantes_518.jpg,27.61295049119778,19.129404389477205,419793.9142849278,57.45,45.57,43.87,45.73,1010.6,302.75,193.86,265.41,-14.672,-16.5991,15.4434,0.017568,-0.009516,-0.009028,-0.006675,-0.001667,-0.002034
2022-04-26 10:20:33.314415,atlantes_519.jpg,26.915362284386497,19.82594142965975,419763.02160902356,57.94,45.48,43.87,45.75,1010.6,303.12,194.6,262.69,-15.6562,-16.4492,14.3633,0.016592,-0.00732,-0.008296,-0.007585,-0.000445,-0.001727
2022-04-26 10:20:48.314422,atlantes_520.jpg,26.213530743122348,20.51333569112998,419734.94126713736,57.94,45.48,43.88,45.54,1010.57,303.82,196.57,258.78,-15.2224,-16.5678,13.9618,0.0183,-0.008784,-0.008296,-0.004525,0.000776,-0.003252
2022-04-26 10:21:03.314423,atlantes_521.jpg,25.50810362784752,21.191461260248868,419709.8521005015,56.48,45.43,43.89,45.65,1010.62,302.69,195.87,259.18,-15.4,-16.6056,13.737,0.016348,-0.010248,-0.00976,-0.007269,-0.000446,-0.001723
2022-04-26 10:21:18.314427,atlantes_522.jpg,24.799105403882475,21.86079742900582,419687.9035771372,57.94,45.41,43.89,45.55,1010.58,303.33,192.88,258.56,-16.0162,-16.5451,13.1706,0.018544,-0.009516,-0.00854,-0.005125,0.001081,-0.002332
2022-04-26 10:21:33.314428,atlantes_523.jpg,24.08565570285909,22.52263442486672,419669.2231002589,56.48,45.45,43.9,45.82,1010.6,302.43,194.78,256.34,-16.4929,-16.6586,12.3992,0.017568,-0.009272,-0.009028,-0.004813,-0.000751,-0.000192
2022-04-26 10:21:48.314432,atlantes_524.jpg,23.369334399116738,23.17596263478136,419654.0016066097,57.94,45.54,43.91,45.7,1010.58,302.66,193.86,254.09,-16.826,-16.6461,12.4445,0.017324,-0.008784,-0.008296,-0.005419,-0.000751,-0.001717
2022-04-26 10:22:03.314434,atlantes_525.jpg,22.649682487940325,23.821663433494262,419642.37024643866,57.45,45.57,43.92,45.73,1010.57,300.75,194.23,252.96,-16.957,-16.9019,11.0768,0.020008,-0.010004,-0.009272,-0.00358,-0.000446,-0.002021
2022-04-26 10:22:18.314443,atlantes_526.jpg,21.926907092500382,24.459988702637844,419634.47438876965,57.45,45.39,43.92,45.52,1010.56,300.57,192.26,252.68,-17.0538,-17.0246,10.8581,0.017568,-0.010492,-0.01098,-0.004185,-0.000446,-0.002935
2022-04-26 10:22:33.314450,atlantes_527.jpg,21.201154270846448,25.091236995245705,419630.4539870327,56.97,45.62,43.92,45.65,1010.6,300.53,192.02,253.69,-17.0055,-16.6042,10.1249,0.017812,-0.006832,-0.00976,-0.006013,0.000165,-0.001712
2022-04-26 10:22:48.314450,atlantes_528.jpg,20.47248213790161,25.71577275409868,419630.44495691167,57.94,45.45,43.92,46.06,1010.57,301.33,190.39,251.9,-17.4437,-16.9883,9.9224,0.017324,-0.009516,-0.008784,-0.006007,0.00047,-0.00171
2022-04-26 10:23:03.314457,atlantes_529.jpg,19.740977674454744,26.333923626243564,419634.5803860408,56.97,45.54,43.92,45.76,1010.55,300.17,188.64,251.67,-17.6395,-17.5099,9.2772,0.01708,-0.010004,-0.009516,-0.006306,-0.001668,-0.002319
2022-04-26 10:23:18.314460,atlantes_530.jpg,19.007370566875558,26.9454747394168,419642.9806579193,57.45,45.61,43.94,45.39,1010.6,299.46,189.25,247.91,-17.9043,-17.2311,8.1927,0.016592,-0.008296,-0.010004,-0.004468,-0.000142,-0.003844
2022-04-26 10:23:33.314461,atlantes_531.jpg,18.271275179131397,27.551140629270527,419655.7698018366,58.43,45.61,43.94,45.53,1010.62,300.61,194.95,243.33,-18.0998,-16.9987,8.3498,0.018056,-0.009516,-0.009516,-0.003546,-0.001057,-0.00201
2022-04-26 10:23:48.314464,atlantes_532.jpg,17.532143180840528,28.151737395336866,419673.0833139132,57.45,45.59,43.95,45.44,1010.6,301.74,197.34,242.01,-18.3038,-17.6632,6.9226,0.017812,-0.008296,-0.007076,-0.004762,0.000776,-0.002009
2022-04-26 10:24:03.314468,atlantes_533.jpg,16.791107506902396,28.74670650510582,419695.0132518593,57.94,45.54,43.95,45.6,1010.58,301.81,196.32,241.13,-18.6187,-17.7245,5.4835,0.0183,-0.006832,-0.007808,-0.005672,0.002302,-0.001091
2022-04-26 10:24:18.314476,atlantes_534.jpg,16.047977392027956,29.336565414945788,419721.6727926962,57.45,45.5,43.96,45.57,1010.62,303.34,197.64,237.69,-18.4553,-17.3142,5.592,0.016836,-0.009028,-0.009516,-0.005665,-0.001057,-0.002006
2022-04-26 10:24:33.314476,atlantes_535.jpg,15.302851651232915,29.921587370663026,419753.1641245975,56.97,45.54,43.96,44.88,1010.62,301.81,198.4,236.87,-18.8553,-17.549,5.3182,0.017812,-0.008296,-0.006344,-0.008409,-0.000446,-0.000477
2022-04-26 10:24:48.314478,atlantes_536.jpg,14.555866553133093,30.50200973065335,419789.5821806088,57.45,45.59,43.97,45.59,1010.55,301.74,195.0,238.09,-19.165,-17.4859,4.4314,0.017812,-0.007808,-0.010004,-0.007485,0.000165,-0.001697
